entity_name,entity_type,salty,umami,sweet,sour,bitter,notes
beans,ingredient,0.8,1.0,1.0,1.0,1.0,"Category: Legume, Molecules: 178"
lima beans,ingredient,0.8,1.0,1.0,1.0,1.0,"Category: Legume, Molecules: 174"
kidney beans,ingredient,0.8,1.0,1.0,1.0,1.0,"Category: Legume, Molecules: 91"
peanut,ingredient,0.8,1.0,1.0,1.0,1.0,"Category: Nut, Molecules: 212"
peas,ingredient,0.8,1.0,1.0,1.0,1.0,"Category: Legume, Molecules: 169"
soybean,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Legume, Molecules: 225"
soybean oil,ingredient,0.0,0.0,1.0,1.0,0.0,"Category: Legume, Molecules: 4"
soybean sauce,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant Derivative, Molecules: 19"
filbert,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Nut, Molecules: 100"
hazelnut,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Nut, Molecules: 109"
macadamia nut,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Nut, Molecules: 111"
nuts,ingredient,0.0,1.0,1.0,0.0,1.0,"Category: Nut, Molecules: 7"
pecans,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Nut, Molecules: 148"
walnut,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Nut, Molecules: 135"
muskmallow,ingredient,0.0,0.0,0.0,0.0,0.0,"Category: Seed, Molecules: 1"
sesame,ingredient,0.8,1.0,1.0,1.0,1.0,"Category: Seed, Molecules: 130"
allium,ingredient,0.0,1.0,0.0,0.0,0.0,"Category: Plant, Molecules: 8"
alpinia,ingredient,0.0,0.0,1.0,0.0,1.0,"Category: Plant, Molecules: 1"
ceriman,ingredient,0.0,0.0,1.0,0.0,1.0,"Category: Plant, Molecules: 2"
chicory,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 112"
hops,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 16"
laurel,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 209"
myrtle,ingredient,0.0,0.0,1.0,1.0,1.0,"Category: Plant, Molecules: 30"
olive,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 155"
pine,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 120"
sassafras,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 7"
tea,ingredient,0.8,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 391"
fermented tea,ingredient,0.0,1.0,1.0,0.0,1.0,"Category: Plant Derivative, Molecules: 8"
tobacco,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 46"
watercress,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 105"
creosote,ingredient,0.0,1.0,1.0,0.0,1.0,"Category: Plant Derivative, Molecules: 7"
honey,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant Derivative, Molecules: 60"
macaroni,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Plant Derivative, Molecules: 3"
mustard oil,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Plant Derivative, Molecules: 2"
peanut butter,ingredient,0.0,1.0,1.0,1.0,0.0,"Category: Plant Derivative, Molecules: 9"
peanut oil,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant Derivative, Molecules: 20"
rye,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Cereal, Molecules: 100"
storax,ingredient,0.0,0.0,0.0,0.0,0.0,"Category: Plant Derivative, Molecules: 1"
vinegar,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant Derivative, Molecules: 49"
anise,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Spice, Molecules: 145"
anise hyssop,ingredient,0.0,1.0,1.0,0.0,1.0,"Category: Spice, Molecules: 9"
star anise,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Spice, Molecules: 150"
caraway,ingredient,0.0,0.0,1.0,1.0,1.0,"Category: Spice, Molecules: 16"
cardamom,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Spice, Molecules: 173"
cassia,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Spice, Molecules: 145"
celery,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Spice, Molecules: 217"
cinnamon,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Spice, Molecules: 183"
clove,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Spice, Molecules: 177"
cumin,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Spice, Molecules: 149"
ginger,ingredient,0.8,1.0,1.0,1.0,1.0,"Category: Spice, Molecules: 251"
mace,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Spice, Molecules: 21"
marjoram,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Spice, Molecules: 180"
nutmeg,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Spice, Molecules: 170"
oregano,ingredient,0.8,1.0,1.0,1.0,1.0,"Category: Spice, Molecules: 193"
parsley,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Spice, Molecules: 167"
pepper,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Spice, Molecules: 223"
saffron,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Spice, Molecules: 127"
turmeric,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Spice, Molecules: 130"
green beans,ingredient,0.8,1.0,1.0,1.0,1.0,"Category: Vegetable, Molecules: 189"
chive,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable, Molecules: 126"
endive,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable, Molecules: 118"
leek,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable, Molecules: 128"
lettuce,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable, Molecules: 140"
okra,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable, Molecules: 121"
onion,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable, Molecules: 180"
shallot,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable, Molecules: 108"
peppermint,ingredient,0.8,1.0,1.0,1.0,1.0,"Category: Herb, Molecules: 227"
broccoli,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Cabbage, Molecules: 130"
brussels sprout,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Cabbage, Molecules: 115"
cabbage,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Cabbage, Molecules: 173"
cauliflower,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Cabbage, Molecules: 125"
horseradish,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Cabbage, Molecules: 118"
mustard,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Cabbage, Molecules: 134"
radish,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable Root, Molecules: 113"
turnip,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable Root, Molecules: 104"
kohlrabi,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Cabbage, Molecules: 142"
rutabaga,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable Root, Molecules: 113"
wasabi,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Cabbage, Molecules: 100"
capsicum,ingredient,0.8,1.0,1.0,1.0,1.0,"Category: Vegetable Fruit, Molecules: 218"
cherry pepper,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable Fruit, Molecules: 12"
tomato,ingredient,0.8,1.0,1.0,1.0,1.0,"Category: Vegetable Fruit, Molecules: 271"
chayote,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Gourd, Molecules: 96"
cucumber,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Gourd, Molecules: 134"
beetroot,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable Root, Molecules: 121"
carrot,ingredient,0.8,1.0,1.0,1.0,1.0,"Category: Vegetable Root, Molecules: 191"
parsnip,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable Root, Molecules: 132"
sweet potato,ingredient,0.8,1.0,1.0,1.0,1.0,"Category: Vegetable Root, Molecules: 104"
asparagus,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable Stem, Molecules: 168"
cassava,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable Tuber, Molecules: 101"
potato,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable Tuber, Molecules: 254"
fried potato,ingredient,0.8,1.0,1.0,1.0,1.0,"Category: Bakery, Molecules: 68"
allspice,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Spice, Molecules: 166"
asafoetida,ingredient,0.0,0.0,1.0,1.0,0.0,"Category: Spice, Molecules: 37"
ashgourd,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Gourd, Molecules: 94"
bittergourd,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Gourd, Molecules: 119"
bottlegourd,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Gourd, Molecules: 114"
canola oil,ingredient,0.8,1.0,1.0,1.0,1.0,"Category: Essential Oil, Molecules: 153"
carom seed,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Spice, Molecules: 155"
chard,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable, Molecules: 100"
apple cider vinegar,ingredient,0.0,0.0,1.0,1.0,1.0,"Category: Plant Derivative, Molecules: 16"
colocasia,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable, Molecules: 59"
curry leaf,ingredient,0.0,0.0,1.0,1.0,1.0,"Category: Herb, Molecules: 31"
drumstick leaf,ingredient,0.8,1.0,1.0,1.0,1.0,"Category: Vegetable, Molecules: 84"
eggplant,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable, Molecules: 132"
flaxseed,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Seed, Molecules: 132"
jalapeno,ingredient,0.0,0.0,0.0,0.0,0.0,"Category: Spice, Molecules: 1"
kenaf,ingredient,0.8,1.0,1.0,1.0,1.0,"Category: Essential Oil, Molecules: 52"
lotus,ingredient,0.8,1.0,1.0,1.0,1.0,"Category: Essential Oil, Molecules: 170"
nigella seed,ingredient,0.0,0.0,1.0,1.0,1.0,"Category: Seed, Molecules: 30"
kewda,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Essential Oil, Molecules: 18"
pomegranate,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fruit, Molecules: 128"
poppy seed,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Spice, Molecules: 131"
spinach,ingredient,0.8,1.0,1.0,1.0,1.0,"Category: Vegetable, Molecules: 137"
turkey berry,ingredient,0.8,1.0,1.0,1.0,1.0,"Category: Vegetable Fruit, Molecules: 38"
water chestnut,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fruit, Molecules: 101"
white pepper,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Spice, Molecules: 18"
garcinia indica,ingredient,0.0,0.0,0.0,0.0,0.0,"Category: Fruit, Molecules: 6"
cluster bean,ingredient,0.0,1.0,1.0,0.0,1.0,"Category: Legume, Molecules: 12"
paneer,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Dairy, Molecules: 29"
pigeon pea,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Legume, Molecules: 99"
basmati rice,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Cereal, Molecules: 30"
ricotta cheese,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Dairy, Molecules: 42"
silver linden,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Herb, Molecules: 94"
redskin onion,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable, Molecules: 98"
lemon verbena,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Herb, Molecules: 92"
cashew nut,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Nut, Molecules: 106"
burdock,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable, Molecules: 104"
borage,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Herb, Molecules: 95"
capers,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Herb, Molecules: 99"
safflower,ingredient,0.8,1.0,1.0,1.0,1.0,"Category: Herb, Molecules: 138"
chestnut,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Nut, Molecules: 99"
chickpea,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Legume, Molecules: 103"
pummelo,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fruit Citrus, Molecules: 111"
arabica coffee,ingredient,0.0,0.0,1.0,0.0,1.0,"Category: Beverage Caffeinated, Molecules: 11"
japanese persimmon,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fruit, Molecules: 100"
black crowberry,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Berry, Molecules: 93"
rocket salad,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Herb, Molecules: 119"
tartary buckwheat,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Cereal, Molecules: 92"
black huckleberry,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Berry, Molecules: 93"
sunflower,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Flower, Molecules: 140"
swamp cabbage,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Cabbage, Molecules: 93"
grass pea,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Legume, Molecules: 92"
lentils,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Legume, Molecules: 103"
garden cress,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Herb, Molecules: 103"
mexican oregano,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Herb, Molecules: 97"
lupine,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 92"
medlar,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fruit, Molecules: 98"
mulberry,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Berry, Molecules: 93"
black mulberry,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Berry, Molecules: 94"
evening primrose,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Herb, Molecules: 93"
millet,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Legume, Molecules: 95"
scarlet bean,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Legume, Molecules: 93"
pistachio,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Nut, Molecules: 103"
purslane,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 95"
red raspberry,ingredient,0.8,1.0,1.0,1.0,1.0,"Category: Berry, Molecules: 123"
black raspberry,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Berry, Molecules: 95"
sorrel,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Herb, Molecules: 96"
summer savory,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Herb, Molecules: 122"
winter savory,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Herb, Molecules: 138"
cherry tomato,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Berry, Molecules: 94"
rowanberry,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Berry, Molecules: 94"
sorghum,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Cereal, Molecules: 94"
dandelion,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Flower, Molecules: 102"
linden,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Herb, Molecules: 109"
small leaf linden,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 93"
wheat,ingredient,0.8,1.0,1.0,1.0,1.0,"Category: Cereal, Molecules: 112"
sparkleberry,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Berry, Molecules: 92"
common verbena,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Herb, Molecules: 93"
adzuki bean,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Legume, Molecules: 97"
gram bean,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Legume, Molecules: 95"
mung bean,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Legume, Molecules: 100"
climbing bean,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Legume, Molecules: 92"
muscadine grape,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fruit, Molecules: 92"
bayberry,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Berry, Molecules: 92"
elliott's blueberry,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Berry, Molecules: 92"
canada blueberry,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Berry, Molecules: 92"
buffalo currant,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fruit, Molecules: 92"
deerberry,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Berry, Molecules: 92"
ginseng,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable Root, Molecules: 92"
longan,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 93"
pepper c. baccatum,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable, Molecules: 92"
pepper c. chinense,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable, Molecules: 92"
rambutan,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fruit, Molecules: 93"
red rice,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Cereal, Molecules: 92"
annual wild rice,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Cereal, Molecules: 92"
welsh onion,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable, Molecules: 94"
hard wheat,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Cereal, Molecules: 94"
triticale,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Cereal, Molecules: 93"
komatsuna,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Cabbage, Molecules: 93"
pak choy,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Cabbage, Molecules: 96"
jostaberry,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Berry, Molecules: 92"
kai lan,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Cabbage, Molecules: 93"
pineappple sage,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Herb, Molecules: 92"
skunk currant,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fruit, Molecules: 92"
breakfast cereal,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Cereal, Molecules: 95"
pasta,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Bakery, Molecules: 95"
biscuit,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Bakery, Molecules: 95"
sourdough,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Cereal, Molecules: 92"
spirit,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Beverage Alcoholic, Molecules: 10"
beverage alcolohic other,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Beverage Alcoholic, Molecules: 2"
abalone,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fungus, Molecules: 93"
abiyuch,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 92"
acerola,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Berry, Molecules: 93"
acorn,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Nut, Molecules: 93"
winter squash,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fruit, Molecules: 93"
agar,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Additive, Molecules: 93"
red king crab,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Seafood, Molecules: 2"
alfalfa,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Herb, Molecules: 97"
amaranth,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Herb, Molecules: 94"
arrowhead,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable Tuber, Molecules: 93"
arrowroot,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable Tuber, Molecules: 95"
atlantic herring,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fish, Molecules: 93"
atlantic mackerel,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
painted comber,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
atlantic pollock,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
atlantic wolffish,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 4"
bamboo shoots,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 95"
striped bass,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
beaver,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Meat, Molecules: 3"
beech nut,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Nut, Molecules: 93"
beluga whale,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 4"
bison,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Meat, Molecules: 4"
black bear,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Meat, Molecules: 1"
alaska blackfish,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 1"
northern bluefin tuna,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
bluefish,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
wild boar,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Meat, Molecules: 3"
bowhead whale,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 1"
breadfruit,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fruit, Molecules: 94"
breadnut tree seed,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant Derivative, Molecules: 93"
rapini,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Cabbage, Molecules: 94"
brown bear,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Meat, Molecules: 3"
buffalo,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Meat, Molecules: 3"
burbot,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fish, Molecules: 95"
giant butterbur,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 95"
american butterfish,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fish, Molecules: 93"
butternut,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Nut, Molecules: 93"
butternut squash,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fruit, Molecules: 93"
cardoon,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 94"
caribou,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Meat, Molecules: 4"
natal plum,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fruit, Molecules: 93"
carob,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 98"
common carp,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
channel catfish,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
chia,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Herb, Molecules: 94"
chinese chestnut,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Nut, Molecules: 93"
garland chrysanthemum,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Flower, Molecules: 93"
cisco,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
nuttall cockle,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 1"
common octopus,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Seafood, Molecules: 4"
corn salad,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable, Molecules: 93"
cottonseed,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant Derivative, Molecules: 112"
catjang pea,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Legume, Molecules: 93"
squashberry,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Berry, Molecules: 93"
atlantic croaker,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
cusk,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
cuttlefish,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
mule deer,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Meat, Molecules: 2"
devilfish,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fish, Molecules: 93"
dock,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Herb, Molecules: 93"
dolphin fish,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
freshwater drum,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
mallard duck,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Meat, Molecules: 3"
freshwater eel,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
elk,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Meat, Molecules: 3"
emu,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Meat, Molecules: 3"
oregon yampah,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 93"
european anchovy,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
european chestnut,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Nut, Molecules: 94"
turbot,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 4"
fireweed,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Herb, Molecules: 93"
florida pompano,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
ginkgo nuts,ingredient,0.8,1.0,1.0,1.0,1.0,"Category: Nut, Molecules: 117"
greylag goose,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Meat, Molecules: 5"
greenland halibut,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 4"
groundcherry,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Berry, Molecules: 95"
grouper,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
haddock,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 4"
hippoglossus,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Fish, Molecules: 3"
horse,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Meat, Molecules: 4"
hyacinth bean,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Legume, Molecules: 93"
irish moss,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Seafood, Molecules: 93"
pacific jack mackerel,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
japanese chestnut,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Nut, Molecules: 93"
jerusalem artichoke,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable Tuber, Molecules: 95"
jujube,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fruit, Molecules: 93"
jute,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant Derivative, Molecules: 93"
kale,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Cabbage, Molecules: 95"
king mackerel,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Fish, Molecules: 2"
