entity_name,entity_type,salty,umami,sweet,sour,bitter,notes
apple_brandy_distilled,ingredient_processed,0.0,0.3,0.6,0.1,0.2,Distillation concentrates sugars and reduces water content
apple_brandy_aged,ingredient_processed,0.0,0.4,0.5,0.1,0.2,Aging in oak barrels adds vanillin (sweet) and tannins (bitter)
apple_brandy_flambéed,ingredient_processed,0.0,0.2,0.7,0.1,0.3,"Flambéing caramelizes sugars, enhancing sweetness and bitterness"
armagnac brandy,ingredient,0.0,0.251,0.471,0.137,0.255,"Category: Beverage Alcoholic, Molecules: 51"
armagnac_aged,ingredient_processed,0.1,0.3,0.5,0.1,0.2,Aging in oak barrels increases sweetness and umami through oxidation and esterification
armagnac_flamed,ingredient_processed,0.0,0.3,0.6,0.1,0.3,"Flambéing caramelizes sugars, increasing sweetness and bitterness"
armagnac_distilled,ingredient_processed,0.0,0.3,0.4,0.1,0.2,"Distillation concentrates flavors, slightly increasing umami and sweetness"
blackberry brandy,ingredient,0.0,0.251,0.471,0.118,0.255,"Category: Beverage Alcoholic, Molecules: 51"
blackberry_brandy_distilled,ingredient_processed,0.0,0.3,0.5,0.1,0.2,Distillation concentrates sugars (sweet) and reduces water content
blackberry_brandy_aged,ingredient_processed,0.0,0.4,0.5,0.1,0.2,Aging in oak barrels adds vanillin (sweet) and tannins (bitter)
blackberry_brandy_flambéed,ingredient_processed,0.0,0.3,0.6,0.1,0.3,"Flambéing caramelizes sugars, enhancing sweetness and bitterness"
cherry brandy,ingredient,0.0,0.246,0.481,0.115,0.269,"Category: Beverage Alcoholic, Molecules: 52"
cherry_brandy_distilled,ingredient_processed,0.0,0.3,0.5,0.1,0.2,Distillation concentrates sugars (sweet) and alcohol (umami)
cherry_brandy_aged,ingredient_processed,0.0,0.3,0.5,0.1,0.2,Aging in oak barrels adds vanillin (sweet) and tannins (bitter)
cherry_brandy_flambéed,ingredient_processed,0.0,0.2,0.6,0.1,0.3,"Flambéing caramelizes sugars, enhancing sweetness and bitterness"
cognac brandy,ingredient,0.004,0.185,0.426,0.162,0.146,"Category: Beverage Alcoholic, Molecules: 204"
cognac_aged,ingredient_processed,0.005,0.25,0.45,0.18,0.15,Aging in oak barrels increases umami and sweetness through oxidation and Maillard reactions
cognac_flamed,ingredient_processed,0.003,0.2,0.43,0.17,0.17,"Flambéing briefly increases caramelization, adding slight bitterness and sweetness"
cognac_macerated,ingredient_processed,0.006,0.22,0.44,0.19,0.16,"Maceration with fruits or spices can add sour and bitter notes, depending on the maceration agent"
papaya brandy,ingredient,0.0,0.251,0.49,0.118,0.275,"Category: Beverage Alcoholic, Molecules: 51"
papaya_brandy_distilled,ingredient_processed,0.0,0.3,0.5,0.1,0.3,Distillation concentrates sugars (sweet) and alcohol (bitter)
papaya_brandy_aged,ingredient_processed,0.0,0.4,0.5,0.1,0.2,Aging in oak barrels adds vanillin (sweet) and tannins (bitter)
papaya_brandy_flambéed,ingredient_processed,0.0,0.3,0.6,0.1,0.4,"Flambéing caramelizes sugars, increasing sweetness and bitterness"
pear brandy,ingredient,0.012,0.2,0.438,0.109,0.234,"Category: Beverage Alcoholic, Molecules: 64"
pear_brandy_distilled,ingredient_processed,0.0,0.3,0.5,0.1,0.2,"Distillation concentrates sugars and alcohol, enhancing sweetness"
pear_brandy_aged,ingredient_processed,0.0,0.4,0.6,0.1,0.2,Aging in oak barrels adds vanillin (sweet) and tannins (bitter)
pear_brandy_flambéed,ingredient_processed,0.0,0.2,0.6,0.1,0.3,"Flambéing caramelizes sugars, increasing sweetness and bitterness"
plum brandy,ingredient,0.0,0.197,0.427,0.133,0.2,"Category: Beverage Alcoholic, Molecules: 75"
plum_brandy_distilled,ingredient_processed,0.0,0.3,0.5,0.1,0.1,Distillation concentrates alcohol and fruit flavors
plum_brandy_aged,ingredient_processed,0.0,0.2,0.4,0.1,0.2,Aging in oak barrels adds vanillin (sweet) and tannins (bitter)
plum_brandy_flamed,ingredient_processed,0.0,0.2,0.6,0.0,0.2,"Flambéing briefly caramelizes sugars, enhancing sweetness"
raspberry brandy,ingredient,0.0,0.246,0.5,0.115,0.25,"Category: Beverage Alcoholic, Molecules: 52"
raspberry_brandy_distilled,ingredient_processed,0.0,0.3,0.6,0.1,0.2,Distillation concentrates sugars and fruit flavors
raspberry_brandy_aged,ingredient_processed,0.0,0.3,0.5,0.1,0.2,Aging in oak barrels adds vanillin (sweet) and tannins (bitter)
raspberry_brandy_flambéed,ingredient_processed,0.0,0.2,0.6,0.1,0.3,"Flambéing caramelizes sugars, enhancing sweetness and bitterness"
weinbrand brandy,ingredient,0.0,0.26,0.453,0.113,0.264,"Category: Beverage Alcoholic, Molecules: 53"
weinbrand_aged,ingredient_processed,0.1,0.3,0.5,0.1,0.2,Aging in oak barrels adds vanillin (sweet) and other compounds
weinbrand_distilled,ingredient_processed,0.0,0.3,0.5,0.1,0.3,Distillation concentrates alcohol and other compounds
weinbrand_flamed,ingredient_processed,0.0,0.4,0.6,0.0,0.4,Flambéing caramelizes sugars and adds smoky notes
gin,ingredient,0.0,0.059,0.353,0.412,0.353,"Category: Beverage Alcoholic, Molecules: 17"
gin_distilled,ingredient_processed,0.0,0.1,0.4,0.0,0.4,Distillation concentrates alcohol and flavors
gin_aged,ingredient_processed,0.0,0.1,0.4,0.0,0.4,Aging in oak barrels adds vanillin (sweet) and tannins (bitter)
gin_garnished,ingredient_processed,0.0,0.1,0.4,0.0,0.4,Garnishes like lemon or juniper can add sour or bitter notes
rum,ingredient,0.0,0.217,0.41,0.144,0.185,"Category: Beverage Alcoholic, Molecules: 195"
rum_aged,ingredient_processed,0.1,0.3,0.6,0.2,0.1,Aging in oak barrels introduces vanillin (sweet) and other compounds
rum_spiced,ingredient_processed,0.1,0.3,0.5,0.1,0.2,Spices add bitterness and enhance umami
rum_fermented,ingredient_processed,0.0,0.3,0.4,0.6,0.1,Fermentation increases sourness and umami
rum_carbonated,ingredient_processed,0.0,0.2,0.4,0.1,0.2,Carbonation adds slight bitterness and acidity
whisky,ingredient,0.007,0.235,0.417,0.12,0.157,"Category: Beverage Alcoholic, Molecules: 108"
whisky_aged,ingredient_processed,0.01,0.3,0.45,0.15,0.1,Aging in oak barrels increases umami and sweetness through lignin breakdown and caramelization
whisky_peated,ingredient_processed,0.008,0.35,0.4,0.13,0.16,"Peating introduces phenols from peat smoke, enhancing bitterness and umami"
whisky_sherried,ingredient_processed,0.01,0.32,0.43,0.14,0.15,Sherry cask aging adds nuttiness and sweetness from sherry compounds
bourbon whisky,ingredient,0.007,0.24,0.439,0.114,0.14,"Category: Beverage Alcoholic, Molecules: 114"
bourbon_aged,ingredient_processed,0.01,0.3,0.45,0.12,0.15,Aging in oak barrels increases umami and slight bitterness
bourbon_peated,ingredient_processed,0.008,0.26,0.44,0.12,0.16,"Peating adds smoky, phenolic compounds"
bourbon_bourbonized,ingredient_processed,0.01,0.28,0.46,0.13,0.14,Bourbonizing adds vanilla and caramel notes
canadian whisky,ingredient,0.008,0.242,0.429,0.114,0.143,"Category: Beverage Alcoholic, Molecules: 105"
canadian_whisky_aged,ingredient_processed,0.01,0.3,0.45,0.12,0.15,Aging in oak barrels increases umami and sweetness through lignin breakdown
canadian_whisky_peated,ingredient_processed,0.01,0.35,0.4,0.15,0.1,"Peating introduces phenols, enhancing bitterness and smoke"
canadian_whisky_caramelized,ingredient_processed,0.01,0.25,0.5,0.1,0.15,Caramelization during distillation increases sweetness and bitterness
finnish whisky,ingredient,0.007,0.243,0.411,0.116,0.152,"Category: Beverage Alcoholic, Molecules: 112"
finnish_whisky_aged,ingredient_processed,0.01,0.3,0.45,0.15,0.1,Aging in oak barrels increases umami and sweetness through lignin breakdown and caramelization
finnish_whisky_peated,ingredient_processed,0.005,0.35,0.4,0.1,0.15,"Peating introduces phenols from peat smoke, enhancing bitterness and umami"
finnish_whisky_sherried,ingredient_processed,0.01,0.25,0.5,0.1,0.1,Sherry cask aging increases sweetness and nuttiness from sherry compounds
japanese whisky,ingredient,0.007,0.229,0.414,0.108,0.153,"Category: Beverage Alcoholic, Molecules: 111"
japanese_whisky_aged,ingredient_processed,0.01,0.3,0.45,0.12,0.18,Aging in oak barrels increases umami and sweetness through lignin breakdown
japanese_whisky_peated,ingredient_processed,0.01,0.35,0.4,0.15,0.15,"Peating introduces phenols, enhancing bitterness and smoke"
japanese_whisky_blended,ingredient_processed,0.01,0.28,0.43,0.11,0.16,"Blending reduces individual flavors, balancing overall taste"
japanese_whisky_chilled,ingredient_processed,0.01,0.25,0.42,0.1,0.15,"Chilling dulls heat and alcohol, enhancing sweetness and reducing bitterness"
malt whisky,ingredient,0.006,0.229,0.451,0.105,0.15,"Category: Beverage Alcoholic, Molecules: 133"
malt_whisky_aged,ingredient_processed,0.01,0.3,0.5,0.1,0.1,Aging in oak barrels increases sweetness and umami from wood sugars and breakdown of tannins
malt_whisky_peated,ingredient_processed,0.008,0.25,0.4,0.1,0.15,"Peating introduces phenols from peat smoke, enhancing bitterness and smoke flavor"
malt_whisky_bourbon_finished,ingredient_processed,0.009,0.28,0.55,0.09,0.12,Bourbon finishing adds sweetness and vanilla notes from the cask
scotch whisky,ingredient,0.007,0.231,0.407,0.146,0.154,"Category: Beverage Alcoholic, Molecules: 123"
scotch_whisky_aged,ingredient_processed,0.01,0.3,0.45,0.15,0.1,Aging in oak barrels increases umami and sweetness through lignin breakdown and caramelization
scotch_whisky_peated,ingredient_processed,0.008,0.35,0.4,0.16,0.1,"Peating introduces phenols from peat smoke, enhancing bitterness and umami"
scotch_whisky_bourbon_finished,ingredient_processed,0.009,0.32,0.43,0.14,0.1,"Bourbon finishing adds vanilla and caramel notes, increasing sweetness"
wine,ingredient,0.005,0.161,0.399,0.116,0.245,"Category: Beverage Alcoholic, Molecules: 155"
wine_fermented,ingredient_processed,0.0,0.3,0.2,0.8,0.1,Alcohol fermentation increases sourness and umami
wine_pasteurized,ingredient_processed,0.0,0.1,0.4,0.0,0.2,Pasteurization reduces bitterness and slight increase in sweetness
wine_fortified,ingredient_processed,0.1,0.2,0.4,0.0,0.2,Fortification with brandy adds sweetness and slight bitterness
wine_sparkling,ingredient_processed,0.0,0.2,0.3,0.5,0.1,Secondary fermentation creates carbonation and slight increase in sourness
bilberry wine,ingredient,0.006,0.192,0.46,0.131,0.146,"Category: Beverage Alcoholic, Molecules: 130"
bilberry_wine_fermented,ingredient_processed,0.0,0.3,0.5,0.8,0.1,Alcohol fermentation increases umami and sourness
bilberry_wine_aged,ingredient_processed,0.0,0.2,0.6,0.1,0.2,Aging in oak barrels adds vanillin (sweet) and tannins (bitter)
bilberry_wine_fortified,ingredient_processed,0.1,0.2,0.5,0.1,0.1,Fortification with brandy increases alcohol (bitter) and sweetness
botrytized wine,ingredient,0.006,0.188,0.471,0.135,0.143,"Category: Beverage Alcoholic, Molecules: 133"
botrytized_wine_sauternes,ingredient_processed,0.01,0.25,0.55,0.35,0.1,"Botrytis cinerea infection increases sugar and acidity, enhancing sweetness and sourness"
champagne,ingredient,0.006,0.195,0.459,0.133,0.148,"Category: Beverage Alcoholic, Molecules: 128"
champagne_fermented,ingredient_processed,0.0,0.2,0.5,0.8,0.1,Secondary fermentation increases sourness and umami
champagne_sparkling,ingredient_processed,0.0,0.2,0.5,0.1,0.1,Secondary fermentation and carbonation
champagne_aged,ingredient_processed,0.0,0.3,0.6,0.1,0.1,Aging in oak barrels increases sweetness and umami
champagne_distilled,ingredient_processed,0.0,0.1,0.2,0.0,0.7,Distillation concentrates bitter compounds
cider,ingredient,0.0,0.115,0.54,0.161,0.218,"Category: Beverage Alcoholic, Molecules: 87"
cider_fermented,ingredient_processed,0.0,0.3,0.6,0.8,0.1,Alcohol fermentation increases sweetness and umami
cider_distilled,ingredient_processed,0.0,0.2,0.7,0.0,0.3,"Distillation concentrates flavors, increasing sweetness and bitterness"
cider_aged,ingredient_processed,0.0,0.2,0.6,0.2,0.1,Aging in oak barrels adds vanillin (sweet) and tannins (bitter)
plum wine,ingredient,0.006,0.194,0.456,0.132,0.147,"Category: Beverage Alcoholic, Molecules: 129"
plum_wine_fermented,ingredient_processed,0.0,0.3,0.5,0.7,0.1,Alcohol fermentation increases sweetness and sourness
plum_wine_distilled,ingredient_processed,0.0,0.2,0.6,0.1,0.2,"Distillation concentrates flavors, increasing sweetness and bitterness"
plum_wine_aged,ingredient_processed,0.0,0.4,0.6,0.2,0.1,"Aging mellows and rounds out flavors, reducing bitterness and increasing umami"
port wine,ingredient,0.006,0.176,0.448,0.134,0.155,"Category: Beverage Alcoholic, Molecules: 142"
port_wine_fortified,ingredient_processed,0.01,0.2,0.45,0.15,0.16,Fortification with brandy increases alcohol content and sweetness
port_wine_sherried,ingredient_processed,0.008,0.18,0.46,0.14,0.16,Sherry aging adds nuttiness and slight oxidation
port_wine_porto_tawny,ingredient_processed,0.009,0.19,0.47,0.13,0.15,Extended aging in wood increases nuttiness and sweetness
port_wine_porto_vintage,ingredient_processed,0.007,0.21,0.45,0.12,0.14,Vintage port has higher tannins and acidity due to younger wine
port_wine_porto_lbv,ingredient_processed,0.008,0.2,0.46,0.13,0.15,Late Bottled Vintage port has increased sweetness and smoothness
red wine,ingredient,0.005,0.186,0.483,0.126,0.15,"Category: Beverage Alcoholic, Molecules: 167"
red_wine_fortified,ingredient_processed,0.01,0.2,0.5,0.15,0.1,Fortification with brandy increases alcohol (sweet) and umami
red_wine_port,ingredient_processed,0.02,0.25,0.6,0.1,0.1,Port-style winemaking adds brandy and unfermented grape sugars (sweet)
red_wine_sherry,ingredient_processed,0.01,0.2,0.45,0.2,0.1,"Sherry production involves fortification and oxidative aging (sour, bitter)"
red_wine_reduced,ingredient_processed,0.005,0.25,0.7,0.1,0.1,Reduction concentrates sugars (sweet) and intensifies flavors
red_wine_oxidized,ingredient_processed,0.005,0.15,0.4,0.2,0.2,Oxidation introduces acetic acid (sour) and slight bitterness
rose wine,ingredient,0.006,0.194,0.446,0.127,0.149,"Category: Beverage Alcoholic, Molecules: 134"
rose_wine_fermented,ingredient_processed,0.0,0.3,0.5,0.6,0.1,Malolactic fermentation converts malic acid to lactic acid (sour) and produces more alcohol
rose_wine_sparkling,ingredient_processed,0.0,0.2,0.4,0.5,0.1,Secondary fermentation adds carbon dioxide (tartness) and slight sweetness
rose_wine_fortified,ingredient_processed,0.1,0.2,0.6,0.1,0.1,Fortification with brandy increases alcohol content (sweet) and slight bitterness
rose_wine_oxidized,ingredient_processed,0.0,0.2,0.3,0.4,0.2,Oxidation introduces acetaldehyde (bitter) and slight sourness
sake,ingredient,0.0,0.257,0.303,0.257,0.114,"Category: Beverage Alcoholic, Molecules: 35"
sake_aged,ingredient_processed,0.1,0.3,0.4,0.2,0.1,Aging in wooden barrels increases sweetness and umami
sake_distilled,ingredient_processed,0.0,0.3,0.2,0.3,0.1,Distillation concentrates alcohol and umami
sake_fermented,ingredient_processed,0.0,0.4,0.1,0.6,0.1,Fermentation increases sourness and umami
sake_heated,ingredient_processed,0.0,0.2,0.4,0.1,0.2,"Heating caramelizes sugars, increasing sweetness and bitterness"
sherry,ingredient,0.004,0.168,0.411,0.12,0.19,"Category: Beverage Alcoholic, Molecules: 184"
sherry_sherry_cream,ingredient_processed,0.005,0.2,0.45,0.15,0.2,Fortification with brandy increases alcohol (sweet) and umami
sherry_sherry_oxidative,ingredient_processed,0.003,0.15,0.4,0.1,0.2,Oxidative aging enhances nuttiness (umami) and bitterness
sherry_sherry_solera,ingredient_processed,0.004,0.18,0.42,0.13,0.2,"Solera system blends ages, increasing complexity (umami, sweet)"
sparkling wine,ingredient,0.006,0.183,0.456,0.12,0.134,"Category: Beverage Alcoholic, Molecules: 142"
sparkling_wine_fermented,ingredient_processed,0.0,0.2,0.5,0.8,0.1,Alcohol fermentation increases umami and sourness
sparkling_wine_champagned,ingredient_processed,0.0,0.3,0.5,0.2,0.1,Secondary fermentation creates additional bubbles and slight sourness
sparkling_wine_aged,ingredient_processed,0.0,0.4,0.6,0.1,0.1,Aging enhances umami and sweetness through oxidation and evaporation
strawberry wine,ingredient,0.006,0.197,0.461,0.129,0.144,"Category: Beverage Alcoholic, Molecules: 132"
strawberry_wine_fermented,ingredient_processed,0.0,0.3,0.5,0.8,0.1,Alcohol fermentation increases sourness and umami
strawberry_wine_aged,ingredient_processed,0.0,0.2,0.6,0.1,0.2,Aging enhances sweetness and bitterness
strawberry_wine_sparkling,ingredient_processed,0.0,0.2,0.4,0.6,0.1,Secondary fermentation adds effervescence and slight sourness
white wine,ingredient,0.004,0.16,0.442,0.142,0.129,"Category: Beverage Alcoholic, Molecules: 225"
white_wine_fermented,ingredient_processed,0.0,0.2,0.4,0.6,0.1,Alcohol fermentation increases sourness and umami
white_wine_sparkling,ingredient_processed,0.0,0.2,0.4,0.5,0.1,Secondary fermentation adds effervescence and slight sourness
white_wine_fortified,ingredient_processed,0.0,0.2,0.5,0.2,0.1,Fortification with brandy increases sweetness and alcohol content
white_wine_reduced,ingredient_processed,0.0,0.2,0.6,0.1,0.1,"Reduction concentrates flavors, increasing sweetness and umami"
white_wine_aged,ingredient_processed,0.0,0.3,0.5,0.2,0.1,Aging in oak barrels adds vanillin (sweet) and tannins (bitter)
coffee,ingredient,0.0,0.314,0.318,0.071,0.171,"Category: Beverage Caffeinated, Molecules: 269"
coffee_roasted,ingredient_processed,0.0,0.6,0.5,0.0,0.3,Maillard reaction creates savory-sweet compounds
coffee_decaf,ingredient_processed,0.0,0.2,0.3,0.0,0.1,Decaffeination reduces bitterness
coffee_fermented,ingredient_processed,0.0,0.4,0.4,0.2,0.2,Fermentation increases sourness and umami
coffee_aged,ingredient_processed,0.0,0.5,0.6,0.0,0.4,Aging enhances sweetness and bitterness
mate,ingredient,0.0,0.255,0.408,0.196,0.157,"Category: Beverage Caffeinated, Molecules: 51"
mate_fermented,ingredient_processed,0.0,0.3,0.2,0.6,0.1,Fermentation increases sourness and umami
mate_roasted,ingredient_processed,0.0,0.3,0.5,0.0,0.3,Roasting enhances sweetness and bitterness
mate_dried,ingredient_processed,0.0,0.3,0.6,0.0,0.2,"Drying concentrates flavors, increasing sweetness"
mate_smoked,ingredient_processed,0.0,0.4,0.3,0.0,0.4,Smoking adds umami and bitterness
black tea,ingredient,0.009,0.176,0.341,0.047,0.129,"Category: Beverage Caffeinated, Molecules: 85"
black_tea_fermented,ingredient_processed,0.0,0.3,0.4,0.6,0.1,Fermentation increases umami and sourness
black_tea_roasted,ingredient_processed,0.0,0.2,0.5,0.0,0.3,Roasting increases sweetness and bitterness
black_tea_smoked,ingredient_processed,0.0,0.4,0.2,0.0,0.3,Smoking adds umami and bitterness
green tea,ingredient,0.0,0.343,0.366,0.057,0.143,"Category: Beverage Caffeinated, Molecules: 35"
green_tea_fermented,ingredient_processed,0.1,0.5,0.4,0.6,0.2,Fermentation increases umami and sourness
green_tea_roasted,ingredient_processed,0.0,0.4,0.5,0.0,0.3,Roasting enhances sweetness and bitterness
green_tea_matcha,ingredient_processed,0.0,0.4,0.5,0.0,0.2,"Stone-ground matcha has a smoother, sweeter taste"
green_tea_pickled,ingredient_processed,0.1,0.2,0.2,0.7,0.1,Pickling adds sourness and reduces umami
roibos tea,ingredient,0.0,0.231,0.615,0.077,0.154,"Category: Beverage Caffeinated, Molecules: 13"
roibos_fermented,ingredient_processed,0.0,0.3,0.5,0.6,0.1,Fermentation increases sourness and umami
roibos_roasted,ingredient_processed,0.0,0.3,0.7,0.0,0.2,Roasting enhances sweetness and bitterness
roibos_smoked,ingredient_processed,0.0,0.4,0.6,0.0,0.3,Smoking adds umami and bitterness
roibos_dried,ingredient_processed,0.0,0.2,0.7,0.0,0.2,Drying concentrates sweetness and bitterness
barley,ingredient,0.0,0.187,0.369,0.113,0.34,"Category: Cereal, Molecules: 141"
barley_malted,ingredient_processed,0.1,0.5,0.4,0.2,0.1,Malting increases umami and sweetness through enzymatic breakdown
barley_roasted,ingredient_processed,0.1,0.3,0.5,0.0,0.4,Roasting enhances sweetness and bitterness through Maillard reaction
barley_fermented,ingredient_processed,0.1,0.4,0.2,0.6,0.1,Fermentation increases sourness and umami
barley_puffed,ingredient_processed,0.0,0.2,0.4,0.0,0.3,Puffing increases sweetness and bitterness
crispbread,ingredient,0.0,0.217,0.435,0.087,0.304,"Category: Cereal, Molecules: 23"
crispbread_fermented,ingredient_processed,0.0,0.3,0.4,0.5,0.2,Fermentation increases sourness and umami
crispbread_toasted,ingredient_processed,0.0,0.3,0.6,0.0,0.4,Toasting enhances sweetness and bitterness
crispbread_sourdough,ingredient_processed,0.0,0.4,0.4,0.6,0.2,Sourdough fermentation boosts sourness and umami
malt,ingredient,0.0,0.361,0.348,0.121,0.187,"Category: Cereal, Molecules: 107"
malt_fermented,ingredient_processed,0.0,0.6,0.2,0.8,0.1,Yeast fermentation increases umami and sour
malt_malted,ingredient_processed,0.0,0.5,0.4,0.0,0.1,Malting enhances sweetness and umami
malt_roasted,ingredient_processed,0.0,0.4,0.5,0.0,0.3,"Roasting caramelizes, increasing sweetness and bitterness"
malt_smoked,ingredient_processed,0.0,0.5,0.2,0.0,0.4,Smoke compounds add umami and slight bitterness
